1	0.000000e+00	8.940697e-08
2	6.877459e-08	1.375492e-07
3	6.196522e-08	7.435827e-07
4	0.000000e+00	4.686543e-07
5	1.131207e-07	4.524827e-07
6	1.104337e-07	7.730357e-07
7	2.170376e-07	1.736301e-06
8	2.141705e-07	1.499194e-06
9	3.179156e-07	1.483606e-06
10	2.101644e-07	2.732138e-06
11	3.130651e-07	5.113397e-06
12	4.149983e-07	6.328723e-06
13	4.129504e-07	7.329870e-06
14	5.139952e-07	6.167943e-06
15	5.120959e-07	7.783858e-06
16	4.083478e-07	7.860695e-06
17	4.071757e-07	7.329164e-06
18	4.061343e-07	6.599682e-06
19	4.052028e-07	8.104056e-06
20	3.032735e-07	3.639282e-06
21	3.027050e-07	1.715328e-06
22	2.014588e-07	3.021883e-06
23	2.011444e-07	6.235476e-06
24	2.008562e-07	6.829111e-06
25	1.002956e-07	9.327488e-06
26	2.003465e-07	7.813513e-06
27	1.000600e-07	4.402640e-06
28	1.999097e-07	2.798736e-06
29	9.985698e-08	1.397998e-06
30	9.976565e-08	1.995313e-07
31	1.993605e-07	1.594884e-06
32	1.992003e-07	1.792803e-06
33	1.990499e-07	9.952493e-07
34	2.983624e-07	2.685262e-06
35	3.975497e-07	5.963245e-06
36	3.972976e-07	7.548654e-06
37	3.970592e-07	4.566180e-06
38	3.968333e-07	7.142999e-06
39	4.957738e-07	1.298927e-05
40	4.955194e-07	1.991988e-05
41	4.952774e-07	2.605159e-05
42	4.950469e-07	2.960381e-05
43	4.948272e-07	2.909584e-05
44	5.935410e-07	3.581031e-05
45	6.921839e-07	3.569691e-05
46	6.919156e-07	2.757778e-05
47	6.916587e-07	3.576864e-05
48	6.914126e-07	3.387922e-05
49	5.924369e-07	3.357143e-05
50	5.922427e-07	3.415266e-05
51	6.907320e-07	3.473395e-05
52	6.905227e-07	3.462478e-05
53	7.889385e-07	3.323404e-05
54	7.887169e-07	2.987265e-05
55	8.870661e-07	2.395079e-05
56	9.853716e-07	2.759040e-05
57	1.083635e-06	2.768196e-05
58	1.083372e-06	2.373569e-05
59	1.083117e-06	2.786564e-05
60	1.082870e-06	3.977087e-05
61	1.181053e-06	4.645476e-05
62	1.180802e-06	4.752726e-05
63	1.180558e-06	5.528946e-05
64	1.180322e-06	5.685217e-05
65	1.278434e-06	5.192410e-05
66	1.376517e-06	5.279925e-05
67	1.474570e-06	4.659643e-05
68	1.376022e-06	4.570359e-05
69	1.474056e-06	4.992136e-05
70	1.473810e-06	3.379937e-05
71	1.571809e-06	2.239827e-05
72	1.473338e-06	1.542094e-05
73	1.473112e-06	1.276697e-05
74	1.374699e-06	1.413976e-05
75	1.374499e-06	1.953752e-05
76	1.374304e-06	3.533926e-06
77	1.374115e-06	8.833595e-06
78	1.373930e-06	1.766481e-05
79	1.373750e-06	1.962500e-06
